0	0.000
1.00	0.529
2.00	1.093
3.00	1.509
4.00	1.823
5.00	2.060
6.00	2.239
7.00	2.378
8.00	2.491
9.00	2.589
10.00	2.684
11.00	2.784
12.00	2.895
13.00	3.018
14.00	3.156
15.00	3.306
16.00	3.465
17.00	3.628
18.00	3.791
19.00	3.947
20.00	4.094
21.00	4.228
22.00	4.346
23.00	4.448
24.00	4.640
