0	0
1.00	1.546
2.00	2.596
3.00	3.264
4.00	3.677
5.00	3.923
6.00	4.068
7.00	4.153
8.00	4.209
9.00	4.253
10.00	4.296
11.00	4.340
12.00	4.385
13.00	4.430
14.00	4.471
15.00	4.506
16.00	4.535
17.00	4.556
18.00	4.572
19.00	4.582
20.00	4.589
21.00	4.593
22.00	4.595
23.00	4.597
24.00	4.640
